ADDRESS,INTERSECTION,RECORDUDATE,RECORD_TIME,VEHICLE_TYPE,LICENSE,STATE,COUNTY,TRACT,BLOCK_GROUP
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,7/20/2014,23:24:34,police,YVM-075,,,,
5200 W IRVING PARK ROA,IRVING PARK AND LARAMIE,8/9/2014,20:54:39,ambulance,NVZ-378,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,8/3/2014,21:10:13,ambulance,SCF-358,,,,
5500 S WENTWORTH AVEN,WENTWORTH AND GARFIELD,7/21/2014,22:20:55,suv,OLP-625,,,,
3700 W IRVING PARK ROA,ELSTON AND IRVING PARK,7/5/2014,16:05:03,sedan,RTB-483,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,7/28/2014,08:09:06,police,YDI-345,,,,
5200 W IRVING PARK ROA,IRVING PARK AND LARAMIE,7/11/2014,05:46:14,sedan,ZTJ-226,,,,
4700 W IRVING PARK ROA,IRVING PARK AND KILPATRICK,7/11/2014,11:14:14,police,KMT-398,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,8/2/2014,00:06:26,police,RKN-056,,,,
7900 S JEFFERY BOULEV,JEFFERY AND 79TH,7/4/2014,03:14:43,suv,NIC-416,,,,
3700 W IRVING PARK ROA,ELSTON AND IRVING PARK,7/15/2014,13:18:48,sedan,BBG-568,,,,
0 S CENTRAL AVENUE,MADISON AND CENTRAL,7/3/2014,02:47:53,sedan,JCB-345,,,,
0 S CENTRAL AVENUE,MADISON AND CENTRAL,7/19/2014,10:40:40,police,NBT-673,,,,
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,7/26/2014,01:56:41,emergency,LSU-970,,,,
1600 W DIVERSEY PARKWA,ASHLAND AND DIVERSEY,7/25/2014,14:24:40,suv,III-458,,,,
2800 W 31ST,31ST AND CALIFORNIA,8/8/2014,07:27:41,ambulance,OBL-772,,,,
4700 S ASHLAND AVENUE,ASHLAND AND 47TH,10/8/2014,19:21:24,ambulance,RTE-354,17,031,611300,1
4700 S ASHLAND AVENUE,ASHLAND AND 47TH,9/19/2014,17:30:53,truck,JHG-550,17,031,611300,1
1600 W CORTLAND ST,CORTLAND AND ASHLAND,9/4/2014,10:19:11,ambulance,OIE-972,,,,
3800 W MADISON STREET,HAMLIN AND MADISON,7/9/2014,09:34:55,ambulance,BIJ-431,17,031,260100,1
5600 W BELMONT AVENUE,CENTRAL AND BELMONT,9/27/2014,05:46:34,suv,AIL-123,17,031,151200,2
2400 W CERMAK ROAD,WESTERN AND CERMAK,7/26/2014,11:39:56,truck,KEK-346,17,031,841200,2
4700 S ASHLAND AVENUE,ASHLAND AND 47TH,8/12/2014,20:13:32,suv,AER-397,17,031,611300,1
8300 S HALSTED STREET,HALSTED AND 83RD,8/23/2014,21:11:26,police,KMJ-166,17,031,711000,2
5500 S ASHLAND AVENUE,GARFIELD AND ASHLAND,10/6/2014,03:55:29,truck,SCI-335,17,031,670300,2
3100 S ASHLAND AVENUE,ASHLAND AND ARCHER,7/11/2014,05:38:06,ambulance,VSZ-274,17,031,840400,1
1200 W DEVON AVE,BROADWAY/SHERIDAN AND DEVON,7/18/2014,02:01:13,ambulance,EPP-572,17,031,010503,1
1600 N PULASKI AVENUE,PULASKI AND NORTH,7/28/2014,16:26:17,police,AIY-413,17,031,230500,1
2400 N DAMEN AVE,DAMEN AND FULLERTON,8/14/2014,09:00:13,suv,DEH-781,17,031,830900,1
3500 S WESTERN,35TH AND WESTERN,9/11/2014,04:12:34,suv,OOD-934,17,031,840300,1
3100 S ASHLAND AVENUE,ASHLAND AND ARCHER,7/4/2014,09:51:19,emergency,ASL-787,17,031,840400,1
5500 S WENTWORTH AVEN,WENTWORTH AND GARFIELD,9/27/2014,06:25:49,truck,PPG-661,,,,
1200 N PULASKI ROAD,PULASKI AND DIVISION,8/15/2014,12:59:49,truck,COV-113,17,031,230600,2
6000 W DIVERSEY AVENUE,DIVERSEY AND AUSTIN,7/16/2014,17:21:18,emergency,UHJ-307,17,031,190401,2
4800 W 47TH ST,CICERO AND 47TH,9/9/2014,07:47:49,ambulance,RLM-626,17,031,560100,1
3800 W MADISON STREET,HAMLIN AND MADISON,7/25/2014,22:37:17,police,HCT-296,17,031,260100,1
3400 W NORTH AVE,HOMAN/KIMBALL AND NORTH,9/9/2014,01:05:31,emergency,EPA-310,17,031,230200,1
800 W NORTH AVENUE,HALSTED AND NORTH,9/11/2014,17:02:19,emergency,AEA-558,17,031,832600,1
7900 S STATE STREET,STATE AND 79TH,8/18/2014,00:29:58,suv,ZRA-042,17,031,842400,2
5200 N SHERIDAN ROAD,SHERIDAN AND FOSTER,8/17/2014,03:56:17,sedan,GVF-035,17,031,030706,1
6400 N WESTERN AVENUE,WESTERN AND DEVON,9/10/2014,20:44:47,suv,KID-593,17,031,020602,2
7500 S STATE STREET,75TH AND STATE,7/2/2014,00:37:22,suv,MFG-113,17,031,691200,2
5200 N BROADWAY ST,FOSTER AND BROADWAY,8/22/2014,05:52:38,sedan,YJR-163,17,031,030800,4
3200 W 47TH ST,KEDZIE AND 47TH,9/14/2014,15:37:21,truck,TVK-328,17,031,580400,3
4700 S ASHLAND AVENUE,ASHLAND AND 47TH,9/6/2014,02:24:53,ambulance,VLY-184,17,031,611300,1
3600 N WESTERN AVENUE,WESTERN AND ADDISON,8/2/2014,05:03:34,police,IFJ-644,17,031,843700,1
11900 S HALSTED,119TH AND HALSTED,8/25/2014,04:47:09,suv,UHL-175,17,031,530400,1
6000 W DIVERSEY AVENUE,DIVERSEY AND AUSTIN,8/15/2014,06:32:11,truck,ZMN-942,17,031,190401,2
1200 N PULASKI ROAD,PULASKI AND DIVISION,7/6/2014,22:43:22,suv,ANF-490,17,031,230600,2
4000 W 55TH ST,55TH and PULASKI,7/29/2014,13:23:05,police,REF-222,17,031,620200,1
1600 W 87TH ST,ASHLAND AND 87TH,12/11/2014,08:25:33,police,JIZ-485,17,031,711200,2
1 N HALSTED STREET,HALSTED AND MADISON,10/8/2014,03:08:53,emergency,TII-128,17,031,280100,3
5100 S WESTERN BLVD,WESTERN AND 51ST,8/26/2014,12:29:20,truck,NHL-785,17,031,630600,2
5500 S WESTERN AVE,55TH AND WESTERN,7/27/2014,05:04:16,police,KDG-494,17,031,835100,1
2400 W FOSTER AVE,WESTERN AND FOSTER,7/2/2014,13:57:31,ambulance,BJB-488,17,031,040201,1
4800 W FULLERTON AVE,CICERO AND FULLERTON,7/6/2014,08:22:25,emergency,TAL-613,17,031,190800,3
7100 S WESTERN AVENUE,WESTERN AND 71ST,10/6/2014,21:16:41,ambulance,UII-333,17,031,661000,4
6700 S CORNELL DRIVE,STONY ISLAND/CORNELL AND 67TH,10/7/2014,17:38:13,police,ZCU-551,17,031,430200,5
2800 W IRVING PARK ROA,IRVING PARK AND CALIFORNIA,8/10/2014,22:13:01,ambulance,OSG-289,,,,
2400 W 63RD ST,WESTERN AND 63RD,9/7/2014,03:14:51,suv,UGG-803,17,031,835000,2
5200 N BROADWAY ST,FOSTER AND BROADWAY,8/5/2014,10:19:12,police,YKZ-169,17,031,030800,4
9500 S HALSTED STREET,HALSTED AND 95TH,12/11/2014,13:44:54,truck,AGF-108,17,031,730400,1
7100 S ASHLAND,71ST AND ASHLAND,9/17/2014,17:48:35,truck,OEA-440,17,031,672000,1
3600 N ELSTON AVE,ELSTON AND ADDISON,7/30/2014,11:28:10,ambulance,BRZ-134,17,031,831100,1
5200 W MADISON STREET,LARAMIE AND MADISON,7/20/2014,19:00:36,truck,JPV-247,17,031,251900,2
6300 S DAMEN AVENUE,DAMEN AND 63RD,7/9/2014,19:08:06,ambulance,TNG-996,17,031,671400,1
5200 N WESTERN AVE,WESTERN AND FOSTER,8/17/2014,02:07:47,truck,ISF-043,17,031,040201,1
1600 N HALSTED STREET,HALSTED AND NORTH,7/10/2014,00:30:44,ambulance,CIC-495,17,031,832600,1
5200 S CICERO AVE,ARCHER AND CICERO,8/1/2014,23:41:48,ambulance,KRY-286,17,031,835200,1
4200 S CICERO AVENUE,CICERO AND I55,7/8/2014,01:20:58,emergency,DDZ-521,17,031,560100,1
1600 N PULASKI AVENUE,PULASKI AND NORTH,9/22/2014,15:17:50,suv,NBH-176,17,031,230500,1
2000 W DIVERSEY PARKWAY,DAMEN AND DIVERSEY,8/4/2014,07:21:07,truck,EFR-363,17,031,051400,2
2800 W DIVERSEY,CALIFORNIA AND DIVERSEY,9/11/2014,04:47:11,truck,IVF-806,17,031,210800,1
500 N COLUMBUS DRIVE,COLUMBUS AND ILLINOIS,7/21/2014,11:11:39,sedan,PJA-920,17,031,081403,1
9500 S JEFFERY AVE,JEFFERY AND 95TH,8/4/2014,17:03:49,police,TJI-748,17,031,510300,2
4000 W NORTH AVENUE,PULASKI AND NORTH,7/30/2014,03:09:00,truck,LDC-669,17,031,230500,1
2000 N WESTERN AVENUE,WESTERN AND ARMITAGE,9/21/2014,01:01:17,suv,FTE-134,17,031,221500,1
5600 W LAKE STREET,CENTRAL AND LAKE,8/26/2014,15:41:27,police,IYZ-943,17,031,251400,4
5500 S KEDZIE AVENUE,55TH AND KEDZIE,7/19/2014,21:20:16,suv,BFG-698,17,031,630900,1
3100 S ARCHER AVENUE,ASHLAND AND ARCHER,9/9/2014,21:45:52,sedan,ODH-631,17,031,840400,1
3600 N HARLEM AVENUE,ADDISON AND HARLEM,10/13/2014,13:43:07,police,ZFN-789,17,031,170400,2
30 W 87TH STREET,LAFAYETTE AND 87TH,9/19/2014,01:54:55,emergency,DNI-436,17,031,842400,1
3600 N HARLEM AVENUE,ADDISON AND HARLEM,8/9/2014,13:39:37,emergency,FLG-386,17,031,170400,2
6700 S WESTERN AVENUE,WESTERN AND MARQUETTE,8/8/2014,12:48:09,ambulance,EFZ-533,17,031,660900,1
7432 W TOUHY AVENUE,TOUHY AND OSCEOLA,7/31/2014,18:22:25,sedan,FFI-939,17,031,090100,2
2600 S KEDZIE AVENUE,KEDZIE AND 26TH,10/11/2014,09:41:54,truck,KLU-106,17,031,840800,1
4400 N WESTERN AVENUE,MONTROSE AND WESTERN,7/9/2014,19:07:46,suv,HDC-885,17,031,040800,1
6000 W DIVERSEY AVENUE,DIVERSEY AND AUSTIN,8/17/2014,17:19:12,police,EUL-993,17,031,190401,2
2000 E 95TH ST,JEFFERY AND 95TH,8/26/2014,20:39:45,police,NLP-297,17,031,510300,2
2800 N DAMEN AVENUE,DAMEN AND DIVERSEY,8/4/2014,12:01:02,ambulance,YOZ-807,17,031,051400,2
800 W ROOSEVELT ROAD,ROOSEVELT AND HALSTED,7/13/2014,22:38:17,truck,PZC-965,17,031,841900,1
800 W 79TH STREET,79TH AND HALSTED,7/23/2014,14:13:53,ambulance,GTH-301,17,031,710800,1
2000 N CICERO AVENUE,CICERO AND ARMITAGE,8/1/2014,23:42:18,emergency,RLT-154,17,031,191100,2
6300 S DAMEN AVENUE,DAMEN AND 63RD,8/2/2014,00:39:05,ambulance,KGB-309,17,031,671400,1
2400 N ASHLAND AVENUE,ASHLAND AND FULLERTON,8/26/2014,13:45:30,truck,DJN-911,17,031,070700,2
300 N HAMLIN AVENUE,HAMLIN AND LAKE,9/30/2014,16:44:55,truck,EPS-353,17,031,260100,1
6400 W FOSTER,FOSTER AND NAGLE,8/9/2014,15:00:39,suv,BBN-182,17,031,100600,2
1000 W FOSTER AVE,SHERIDAN AND FOSTER,8/3/2014,19:06:35,ambulance,EIG-593,17,031,030706,1
4000 N AUSTIN AVENUE,AUSTIN AND IRVING PARK,10/9/2014,13:31:37,emergency,TBP-236,17,031,150502,2
3600 N CICERO AVENUE,CICERO AND ADDISON,7/14/2014,00:43:25,truck,FYY-226,17,031,150800,3
300 N HAMLIN AVENUE,HAMLIN AND LAKE,7/1/2014,01:30:36,ambulance,JFZ-921,17,031,260100,1
8300 S HALSTED STREET,HALSTED AND 83RD,7/25/2014,09:59:01,sedan,KLY-900,17,031,711000,2
2200 S PULASKI,CERMAK AND PULASKI,7/16/2014,03:54:05,ambulance,RKL-915,17,031,843400,1
5000 S ARCHER AVE,PULASKI AND ARCHER,8/7/2014,09:37:13,police,UKL-032,17,031,570300,2
1300 W IRVING PARK ROAD,CLARK AND IRVING PARK,9/1/2014,18:57:07,sedan,DLU-103,17,031,830700,1
5600 W BELMONT AVENUE,CENTRAL AND BELMONT,8/20/2014,09:17:15,emergency,KYP-581,17,031,151200,2
9900 S HALSTED ST,99TH AND HALSTED,9/26/2014,19:17:16,ambulance,ABO-678,17,031,730600,3
3100 S ARCHER AVENUE,ASHLAND AND ARCHER,7/27/2014,20:09:13,suv,HYE-276,17,031,840400,1
11100 S VINCENNES AVE,VINCENNES AND 111TH,9/20/2014,17:45:00,truck,ZTT-278,17,031,750200,2
30 W 87TH STREET,LAFAYETTE AND 87TH,7/28/2014,22:08:15,truck,RJM-610,17,031,842400,1
7100 S WESTERN AVENUE,WESTERN AND 71ST,8/31/2014,02:00:21,suv,PLV-222,17,031,661000,4
3400 W DIVERSEY AVENUE,KIMBALL AND DIVERSEY,8/21/2014,18:58:26,suv,DID-045,17,031,210602,2
4400 N MILWAUKEE AVEN,MILWAUKEE AND MONTROSE,8/12/2014,02:52:41,sedan,ZKR-916,17,031,150200,2
5075 W MONTROSE AVENUE,MILWAUKEE AND MONTROSE,8/14/2014,17:45:02,emergency,ATR-966,17,031,150200,2
1600 W 63RD STREET,ASHLAND AND 63RD,9/14/2014,06:09:28,truck,GYP-260,17,031,670700,2
2400 N ASHLAND AVENUE,ASHLAND AND FULLERTON,7/20/2014,21:29:11,ambulance,FZH-958,17,031,070700,2
1000 W HOLLYWOOD AVE,HOLLYWOOD AND SHERIDAN,7/1/2014,13:18:14,suv,ADD-910,17,031,030604,3
6400 W IRVING PK,IRVING PARK AND NARRAGANSETT,8/27/2014,05:39:44,suv,UDJ-868,17,031,170100,1
2800 N CENTRAL AVENUE,CENTRAL AND DIVERSEY,7/24/2014,03:37:32,emergency,HIB-230,17,031,190402,2
6400 N WESTERN AVENUE,WESTERN AND DEVON,9/30/2014,19:40:44,sedan,TED-882,17,031,020602,2
4440 W LAWRENCE AVENUE,ELSTON AND LAWRENCE,9/19/2014,11:08:59,sedan,RUM-535,17,031,140400,4
3500 S WESTERN,35TH AND WESTERN,7/15/2014,13:22:20,ambulance,LRT-895,17,031,840300,1
1900 N ASHLAND AVE,CORTLAND AND ASHLAND,9/18/2014,03:25:19,truck,LUC-853,17,031,832300,1
800 W ROOSEVELT ROAD,ROOSEVELT AND HALSTED,9/6/2014,00:38:27,ambulance,JFA-166,17,031,841900,1
4400 W GRAND AVE,KOSTNER AND NORTH,8/26/2014,00:30:58,police,JBM-198,17,031,230500,2
4700 S WESTERN AVENUE,4700 WESTERN,7/7/2014,10:31:04,truck,UTF-443,17,031,842800,4
1 N HALSTED STREET,HALSTED AND MADISON,8/14/2014,19:11:01,suv,TSB-447,17,031,280100,3
100 W CHICAGO AVENUE,CHICAGO AND CLARK,7/30/2014,19:44:45,ambulance,MUU-008,17,031,081000,5
1600 N WESTERN AVE,WESTERN AND NORTH,9/6/2014,06:33:54,truck,EYE-028,17,031,240600,1
2000 N KEDZIE AVENUE,KEDZIE AND ARMITAGE,7/30/2014,09:48:45,police,IYA-693,17,031,221100,2
2000 W DIVISION,DIVISION AND DAMEN,7/30/2014,23:06:43,police,RGI-641,17,031,241400,4
3200 W IRVING PARK ROAD,IRVING PARK AND KEDZIE,7/30/2014,03:37:02,emergency,NFA-149,17,031,160502,2
3600 N CICERO AVENUE,CICERO AND ADDISON,7/3/2014,11:05:25,suv,HBF-439,17,031,150800,3
6400 W DEVON AVENUE,MILWAUKEE AND DEVON,10/7/2014,05:42:48,suv,TFJ-786,17,031,100200,1
2400 W CHICAGO AVE,WESTERN AND CHICAGO,9/11/2014,11:48:36,emergency,DTN-728,17,031,242500,2
4400 W OGDEN AVENUE,OGDEN AND KOSTNER,10/2/2014,10:17:02,emergency,SCA-687,17,031,843400,1
100 W CHICAGO AVENUE,CHICAGO AND CLARK,8/5/2014,18:26:59,ambulance,BUO-167,17,031,081000,5
4700 S WESTERN AVENUE,4700 WESTERN,8/20/2014,05:31:04,ambulance,CPG-961,17,031,842800,4
4000 N CLARK STREET,CLARK AND IRVING PARK,7/7/2014,06:48:32,emergency,PIH-918,17,031,060100,2
6000 N PULASKI ROAD,PULASKI AND PETERSON,7/9/2014,13:09:47,suv,AKZ-791,17,031,130200,1
2000 W FULLERTON AVE,DAMEN AND FULLERTON,9/23/2014,20:21:13,truck,BZI-408,17,031,830900,1
5500 S KEDZIE AVENUE,55TH AND KEDZIE,7/2/2014,13:50:28,suv,IZZ-414,17,031,630900,1
3600 N CICERO AVENUE,CICERO AND ADDISON,9/23/2014,16:36:24,police,SOG-205,17,031,150800,3
3600 N AUSTIN AVENUE,AUSTIN AND ADDISON,10/6/2014,10:06:12,truck,LCR-392,17,031,170200,2
150 N SACRAMENTO BOUL,SACRAMENTO AND LAKE,7/12/2014,06:25:22,suv,GCR-718,17,031,837100,1
5600 W ADDISON STREET,CENTRAL AND ADDISON,9/16/2014,23:09:08,police,IPS-038,17,031,150600,2
3200 W IRVING PARK ROAD,IRVING PARK AND KEDZIE,7/22/2014,19:45:55,suv,TKZ-687,17,031,160502,2
7600 S STONY ISLAND A,STONEY ISLAND AND 76TH,9/18/2014,14:13:25,suv,UIU-519,17,031,834200,4
1600 N KOSTNER,KOSTNER AND NORTH,7/6/2014,01:08:33,emergency,GBU-298,17,031,230500,2
6300 S DAMEN AVENUE,DAMEN AND 63RD,7/24/2014,12:00:01,sedan,NJH-918,17,031,671400,1
4700 S WESTERN AVENUE,4700 WESTERN,9/12/2014,11:43:20,suv,BPA-722,17,031,842800,4
3200 W BELMONT,BELMONT AND KEDZIE,9/24/2014,16:50:21,emergency,KNC-126,17,031,831100,1
1 E 79TH STREET,STATE AND 79TH,9/27/2014,17:57:54,sedan,JHF-468,17,031,440300,5
6700 S CORNELL DRIVE,STONY ISLAND/CORNELL AND 67TH,9/15/2014,18:39:06,emergency,RAD-877,17,031,430200,5
5100 S WESTERN BLVD,WESTERN AND 51ST,7/8/2014,23:50:47,emergency,ABR-844,17,031,630600,2
5200 W MADISON STREET,LARAMIE AND MADISON,9/5/2014,13:35:33,truck,HUG-409,17,031,251900,2
3200 W IRVING PARK ROAD,IRVING PARK AND KEDZIE,7/14/2014,20:40:15,sedan,GDZ-841,17,031,160502,2
400 N CENTRAL AVENUE,CENTRAL AND LAKE,8/13/2014,08:12:54,emergency,AZD-361,17,031,251400,4
6700 S CORNELL DRIVE,STONY ISLAND/CORNELL AND 67TH,8/29/2014,19:35:50,sedan,TDL-894,17,031,430200,5
1200 W DEVON AVE,BROADWAY/SHERIDAN AND DEVON,7/4/2014,20:53:20,suv,NGE-216,17,031,010503,1
1600 W CORTLAND ST,CORTLAND AND ASHLAND,9/12/2014,10:39:38,ambulance,AYY-432,17,031,832300,1
6000 N CALIFORNIA AVE,CALIFORNIA AND PETERSON,7/8/2014,06:34:41,police,SPY-103,17,031,020702,3
3600 N WESTERN AVENUE,WESTERN AND ADDISON,10/7/2014,12:14:20,police,EOR-657,17,031,843700,1
2400 W NORTH AVE,WESTERN AND NORTH,7/24/2014,05:07:45,sedan,FZM-535,17,031,240600,1
800 W 103RD STREET,HALSTED AND 103RD,10/10/2014,19:46:34,suv,KBL-384,17,031,730600,3
4800 W 47TH ST,CICERO AND 47TH,8/20/2014,10:17:30,truck,KTI-409,17,031,560100,1
30 W 87TH STREET,LAFAYETTE AND 87TH,9/22/2014,12:33:37,sedan,JHH-587,17,031,842400,1
4000 W MONTROSE AVENUE,PULASKI AND MONTROSE,8/15/2014,04:22:26,suv,NDA-760,17,031,140500,3
1200 N PULASKI ROAD,PULASKI AND DIVISION,7/27/2014,06:54:22,emergency,SZV-810,17,031,230600,2
1 E 75TH STREET,75TH AND STATE,7/27/2014,02:53:55,sedan,IEE-854,17,031,691300,1
30 W 87TH STREET,LAFAYETTE AND 87TH,7/6/2014,07:27:39,truck,FRL-270,17,031,842400,1
2200 S PULASKI,CERMAK AND PULASKI,8/21/2014,04:41:57,sedan,NFJ-867,17,031,843400,1
3400 W DIVERSEY AVENUE,KIMBALL AND DIVERSEY,7/7/2014,01:20:33,emergency,UBS-769,17,031,210602,2
3400 W DIVERSEY AVENUE,KIMBALL AND DIVERSEY,8/26/2014,12:18:06,emergency,IID-088,17,031,210602,2
3200 W 31ST STREET,KEDZIE AND 31ST,10/13/2014,07:31:35,police,SZY-117,17,031,840800,2
400 S WESTERN AVENUE,VAN BUREN AND WESTERN,8/17/2014,05:57:38,police,VVO-268,17,031,282700,2
8700 S LAFAYETTE AVEN,LAFAYETTE AND 87TH,9/24/2014,23:08:06,sedan,FOH-851,17,031,842400,1
6800 N WESTERN AVENUE,WESTERN AND PRATT,7/18/2014,16:33:54,suv,KPH-398,17,031,020302,3
7500 S STATE STREET,75TH AND STATE,9/2/2014,14:41:46,suv,RFI-558,17,031,691200,2
4800 N PULASKI ROAD,PULASKI AND LAWRENCE,7/27/2014,15:28:24,suv,POS-705,17,031,140400,1
6300 S DAMEN AVENUE,DAMEN AND 63RD,9/6/2014,20:56:56,ambulance,NCA-390,17,031,671400,1
30 W 87TH STREET,LAFAYETTE AND 87TH,10/15/2014,23:06:49,suv,JFH-893,17,031,842400,1
7500 S STATE STREET,75TH AND STATE,8/15/2014,06:47:32,police,VOJ-174,17,031,691200,2
8300 S HALSTED STREET,HALSTED AND 83RD,8/4/2014,12:28:55,suv,VHV-522,17,031,711000,2
4000 N ASHLAND AVENUE,ASHLAND AND IRVING PARK,8/16/2014,21:19:59,emergency,BEN-717,17,031,060200,2
2800 W PETERSON AVENUE,CALIFORNIA AND PETERSON,9/25/2014,19:54:43,police,HSA-362,17,031,020702,3
4000 W FOSTER AVE,PULASKI AND FOSTER,9/15/2014,16:03:13,police,HAU-953,17,031,130200,1
7100 S WESTERN AVENUE,WESTERN AND 71ST,9/26/2014,23:56:46,emergency,LSF-977,17,031,661000,4
1000 W HOLLYWOOD AVE,HOLLYWOOD AND SHERIDAN,9/23/2014,18:22:12,sedan,SYL-606,17,031,030604,3
5500 S WENTWORTH AVEN,WENTWORTH AND GARFIELD,10/9/2014,17:28:58,suv,EKE-963,,,,
6400 N CALIFORNIA AVE,CALIFORNIA AND DEVON,9/4/2014,23:19:06,suv,NSA-444,17,031,020601,3
10300 S HALSTED STREE,HALSTED AND 103RD,9/15/2014,11:05:20,suv,ZHT-534,,,,
6400 W FULLERTON AVENU,FULLERTON AND NARRAGANSETT,9/30/2014,07:12:59,truck,EGI-576,17,031,831500,1
4000 N PULASKI ROAD,PULASKI AND IRVING PARK,8/4/2014,22:22:28,suv,BKF-301,17,031,160300,2
800 E 95TH STREET,COTTAGE GROVE AND 95TH,8/3/2014,05:26:28,suv,FGR-701,17,031,470100,1
2400 W PETERSON,PETERSON AND WESTERN,8/18/2014,22:45:56,truck,OKO-306,17,031,020802,1
800 N WESTERN AVE,WESTERN AND CHICAGO,9/8/2014,07:57:41,suv,GMB-641,17,031,242500,2
5600 W DIVERSEY AVENUE,CENTRAL AND DIVERSEY,8/14/2014,22:45:10,suv,OEG-542,17,031,190402,2
5600 W ADDISON STREET,CENTRAL AND ADDISON,10/10/2014,04:19:49,ambulance,ZYR-456,17,031,150600,2
3200 N LAKESHORE DRIV,LAKE SHORE DR AND BELMONT,10/13/2014,01:13:29,ambulance,OSK-808,17,031,061902,4
2200 S WESTERN AVENUE,WESTERN AND CERMAK,8/11/2014,01:02:55,emergency,VPM-719,17,031,841300,2
5600 W FULLERTON AVENU,CENTRAL AND FULLERTON,8/10/2014,05:12:32,ambulance,YFO-422,17,031,190602,2
6700 S STONY ISLAND A,STONY ISLAND/CORNELL AND 67TH,8/22/2014,22:59:15,truck,RMJ-655,17,031,430300,1
5200 S CICERO AVE,ARCHER AND CICERO,8/6/2014,21:49:25,suv,PHG-659,17,031,835200,1
6400 N CALIFORNIA AVE,CALIFORNIA AND DEVON,10/6/2014,01:19:32,ambulance,LGU-886,17,031,020601,3
400 W BELMONT AVE,LAKE SHORE DR AND BELMONT,7/28/2014,04:36:29,emergency,THK-499,17,031,061902,1
9900 S HALSTED ST,99TH AND HALSTED,7/26/2014,03:16:57,sedan,PDG-771,17,031,730600,3
4000 W NORTH AVENUE,PULASKI AND NORTH,7/23/2014,14:57:35,police,IIA-131,17,031,230500,1
6700 S STONY ISLAND A,STONY ISLAND/CORNELL AND 67TH,8/25/2014,23:57:10,truck,EML-828,17,031,430300,1
4800 W CHICAGO AVENUE,CICERO AND CHICAGO,8/7/2014,08:05:14,police,BNF-856,17,031,251000,1
4000 W MONTROSE AVENUE,PULASKI AND MONTROSE,9/18/2014,08:06:06,suv,ROR-232,17,031,140500,3
3200 W 47TH ST,KEDZIE AND 47TH,9/8/2014,09:25:16,ambulance,YZD-792,17,031,580400,3
400 E 31ST STREET,31ST ST AND MARTIN LUTHER KING DRIVE,10/15/2014,18:09:40,suv,VUE-118,17,031,350100,1
1200 N PULASKI ROAD,PULASKI AND DIVISION,10/9/2014,17:10:14,police,EGM-816,17,031,230600,2
3200 W 31ST STREET,KEDZIE AND 31ST,9/26/2014,22:54:36,sedan,SON-315,17,031,840800,2
5000 S ARCHER AVE,PULASKI AND ARCHER,9/20/2014,22:30:27,police,YZP-319,17,031,570300,2
1600 W IRVING PARK ROA,ASHLAND AND IRVING PARK,10/6/2014,14:02:46,suv,IAG-001,,,,
11100 S VINCENNES AVE,VINCENNES AND 111TH,9/25/2014,07:41:34,truck,MFP-498,17,031,750200,2
800 E 95TH STREET,COTTAGE GROVE AND 95TH,7/1/2014,17:14:55,emergency,PGS-621,17,031,470100,1
4800 N PULASKI ROAD,PULASKI AND LAWRENCE,7/17/2014,00:12:34,ambulance,RCL-983,17,031,140400,1
2200 S PULASKI,CERMAK AND PULASKI,8/11/2014,09:57:39,emergency,SZS-042,17,031,843400,1
7432 W TOUHY AVENUE,TOUHY AND OSCEOLA,9/11/2014,20:59:32,police,OLG-571,17,031,090100,2
6400 W FOSTER,FOSTER AND NAGLE,7/22/2014,05:02:36,truck,IAE-374,17,031,100600,2
6300 S PULASKI RD,PULASKI AND 63RD,10/12/2014,11:17:12,emergency,IIK-646,17,031,650301,3
6400 W DEVON AVENUE,MILWAUKEE AND DEVON,9/28/2014,18:01:05,suv,FCE-258,17,031,100200,1
4000 N ASHLAND AVENUE,ASHLAND AND IRVING PARK,10/11/2014,20:34:39,ambulance,RCE-994,17,031,060200,2
3200 W IRVING PARK ROAD,IRVING PARK AND KEDZIE,10/12/2014,23:57:24,emergency,NGH-023,17,031,160502,2
140 W KINZIE,LASALLE AND KINZIE,10/9/2014,20:36:53,truck,ARJ-764,17,031,081700,2
3600 N CENTRAL AVENUE,CENTRAL AND ADDISON,9/19/2014,08:06:08,police,JZR-606,17,031,150600,2
5200 N WESTERN AVE,WESTERN AND FOSTER,9/21/2014,12:34:02,sedan,KBY-959,17,031,040201,1
6400 N CALIFORNIA AVE,CALIFORNIA AND DEVON,8/20/2014,18:42:57,sedan,SSL-194,17,031,020601,3
2800 N WESTERN AVENUE,DIVERSEY AND WESTERN,9/18/2014,03:53:16,police,MPS-882,17,031,210900,2
7100 S ASHLAND,71ST AND ASHLAND,9/3/2014,22:45:10,ambulance,NMU-767,17,031,672000,1
6000 W DIVERSEY AVENUE,DIVERSEY AND AUSTIN,7/5/2014,21:42:14,ambulance,JMN-213,17,031,190401,2
5200 W MADISON STREET,LARAMIE AND MADISON,7/10/2014,17:29:58,suv,VIB-120,17,031,251900,2
